genres,game_title,url,release_date,price,id,developer
"['Action', 'Indie']",Assault Android Cactus,http://store.steampowered.com/app/250110/Assault_Android_Cactus/,2015-09-23,14.99,250110,Witch Beam
"['Adventure', 'Indie']",Shelter,http://store.steampowered.com/app/244710/Shelter/,2013-08-28,9.99,244710,Might and Delight
"['Action', 'Indie']",BeatBlasters III,http://store.steampowered.com/app/246800/BeatBlasters_III/,2014-02-21,9.99,246800,Chainsawesome Games
['Simulation'],Train Simulator: BR DP1 Deltic Loco Add-On,http://store.steampowered.com/app/222595/Train_Simulator_BR_DP1_Deltic_Loco_AddOn/,2013-08-28,19.99,222595,Dovetail Games
['Simulation'],Cities in Motion 2: Lofty Landmarks,http://store.steampowered.com/app/225430/Cities_in_Motion_2_Lofty_Landmarks/,2013-08-29,2.99,225430,Colossal Order Ltd.
"['Casual', 'Indie', 'Simulation', 'Strategy']",Game Dev Tycoon,http://store.steampowered.com/app/239820/Game_Dev_Tycoon/,2013-08-29,9.99,239820,Greenheart Games
"['Action', 'Strategy']",Guardians of Middle-earth: The Tactician Bundle,http://store.steampowered.com/app/111915/Guardians_of_Middleearth_The_Tactician_Bundle/,2013-08-29,14.99,111915,Zombie Studios
"['Action', 'Strategy']",Guardians of Middle-earth: The Defender Bundle,http://store.steampowered.com/app/111914/Guardians_of_Middleearth_The_Defender_Bundle/,2013-08-29,14.99,111914,Zombie Studios
"['Action', 'Strategy']",Guardians of Middle-earth: The Enchanter Bundle,http://store.steampowered.com/app/111916/Guardians_of_Middleearth_The_Enchanter_Bundle/,2013-08-29,14.99,111916,Zombie Studios
"['Action', 'Strategy']",Guardians of Middle-earth: The Warrior Bundle,http://store.steampowered.com/app/111912/Guardians_of_Middleearth_The_Warrior_Bundle/,2013-08-29,14.99,111912,Zombie Studios
"['Action', 'Strategy']",Guardians of Middle-earth: The Striker Bundle,http://store.steampowered.com/app/111913/Guardians_of_Middleearth_The_Striker_Bundle/,2013-08-29,14.99,111913,Zombie Studios
"['Action', 'Strategy']",Guardians of Middle-earth: The Company of Dwarves Bundle,http://store.steampowered.com/app/111911/Guardians_of_Middleearth_The_Company_of_Dwarves_Bundle/,2013-08-29,14.99,111911,Zombie Studios
"['Action', 'Strategy']",Guardians of Middle-earth,http://store.steampowered.com/app/111900/Guardians_of_Middleearth/,2013-08-29,19.99,111900,Zombie Studios
"['Action', 'Strategy']",Guardians of Middle-earth: Smaug's Treasure,http://store.steampowered.com/app/111910/Guardians_of_Middleearth_Smaugs_Treasure/,2013-08-29,9.99,111910,Zombie Studios
"['Action', 'RPG']",Borderlands 2: Mechromancer Beatmaster Pack,http://store.steampowered.com/app/224140/Borderlands_2_Mechromancer_Beatmaster_Pack/,2013-09-03,0.99,224140,"Gearbox Software,Aspyr (Mac &amp; Linux)"
"['Action', 'RPG']",Borderlands 2: Gunzerker Greasy Grunt Pack,http://store.steampowered.com/app/224141/Borderlands_2_Gunzerker_Greasy_Grunt_Pack/,2013-09-03,0.99,224141,"Gearbox Software,Aspyr (Mac &amp; Linux)"
"['Action', 'RPG']",Borderlands 2: Siren Learned Warrior Pack,http://store.steampowered.com/app/224143/Borderlands_2_Siren_Learned_Warrior_Pack/,2013-09-03,0.99,224143,"Gearbox Software,Aspyr (Mac &amp; Linux)"
"['Action', 'RPG']",Borderlands 2: Commando Devilish Good Looks Pack,http://store.steampowered.com/app/224144/Borderlands_2_Commando_Devilish_Good_Looks_Pack/,2013-09-03,0.99,224144,"Gearbox Software,Aspyr (Mac &amp; Linux)"
"['Action', 'RPG']",Borderlands 2 : Assassin Cl0ckw0rk Pack,http://store.steampowered.com/app/224145/Borderlands_2__Assassin_Cl0ckw0rk_Pack/,2013-09-03,0.99,224145,"Gearbox Software,Aspyr (Mac &amp; Linux)"
"['Action', 'RPG']",Borderlands 2: Ultimate Vault Hunter Upgrade Pack 2,http://store.steampowered.com/app/224180/Borderlands_2_Ultimate_Vault_Hunter_Upgrade_Pack_2/,2013-09-03,4.99,224180,"Gearbox Software,Aspyr (Mac &amp; Linux)"
"['Action', 'RPG']",Borderlands 2: Psycho Party Pack,http://store.steampowered.com/app/224142/Borderlands_2_Psycho_Party_Pack/,2013-09-03,0.99,224142,"Gearbox Software,Aspyr (Mac &amp; Linux)"
"['Action', 'Adventure', 'Indie']",Outlast,http://store.steampowered.com/app/238320/Outlast/,2013-09-04,19.99,238320,Red Barrels
"['Adventure', 'Indie']",MirrorMoon EP,http://store.steampowered.com/app/231310/MirrorMoon_EP/,2013-09-04,14.99,231310,Santa Ragione
"['Adventure', 'Casual']",Castle of Illusion,http://store.steampowered.com/app/227600/Castle_of_Illusion/,2013-09-04,14.99,227600,"SEGA Studios Australia,Feral Interactive (Mac)"
"['Indie', 'RPG', 'Strategy']",Fallen Enchantress: Legendary Heroes - Loot Pack DLC,http://store.steampowered.com/app/233592/Fallen_Enchantress_Legendary_Heroes__Loot_Pack_DLC/,2013-09-04,2.99,233592,Stardock Entertainment
['Simulation'],Train Simulator: Union Pacific Heritage SD70ACes Loco Add-On,http://store.steampowered.com/app/222596/Train_Simulator_Union_Pacific_Heritage_SD70ACes_Loco_AddOn/,2013-09-04,19.99,222596,Dovetail Games
"['Action', 'Indie', 'Strategy']",Sanctum 2: Ruins of Brightholme,http://store.steampowered.com/app/237050/Sanctum_2_Ruins_of_Brightholme/,2013-09-05,4.99,237050,Coffee Stain Studios
['Simulation'],Rise of Flight: Ace Pack,http://store.steampowered.com/app/244060/Rise_of_Flight_Ace_Pack/,2013-09-05,14.99,244060,777 Studios
"['Action', 'Adventure']",Saints Row IV - Wild West Pack,http://store.steampowered.com/app/247294/Saints_Row_IV__Wild_West_Pack/,2013-09-17,2.99,247294,Deep Silver Volition
['Strategy'],COH 2 - German Skin: (H) Voronezh Improvised Pattern,http://store.steampowered.com/app/249102/COH_2__German_Skin_H_Voronezh_Improvised_Pattern/,2013-09-24,1.99,249102,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
['Simulation'],Cities in Motion 2: Back to the Past,http://store.steampowered.com/app/225431/Cities_in_Motion_2_Back_to_the_Past/,2013-09-17,3.99,225431,Colossal Order Ltd.
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Dragon's Prophet,http://store.steampowered.com/app/259020/Dragons_Prophet/,2013-09-18,0.0,259020,Runewaker
"['Racing', 'Simulation', 'Sports']",MotoGP™13: Red Bull Rookies Cup,http://store.steampowered.com/app/240611/MotoGP13_Red_Bull_Rookies_Cup/,2013-09-18,1.99,240611,Milestone S.r.l.
['Simulation'],A-Train 8,http://store.steampowered.com/app/249930/ATrain_8/,2008-03-21,19.99,249930,ARTDINK
"['Casual', 'Indie', 'Strategy']",Ironclad Tactics,http://store.steampowered.com/app/226960/Ironclad_Tactics/,2013-09-18,14.99,226960,Zachtronics
"['Adventure', 'Casual', 'Indie']",InFlux,http://store.steampowered.com/app/246980/InFlux/,2013-07-23,9.99,246980,Impromptu Games
['Simulation'],Train Simulator: Southern Pacific GP20 Loco Add-On,http://store.steampowered.com/app/222571/Train_Simulator_Southern_Pacific_GP20_Loco_AddOn/,2013-09-18,19.99,222571,Reppo
"['Adventure', 'Indie']",Cognition: An Erica Reed Thriller,http://store.steampowered.com/app/242780/Cognition_An_Erica_Reed_Thriller/,2013-09-19,14.99,242780,Phoenix Online Studios
"['Action', 'Adventure', 'Casual', 'Indie']",Foul Play,http://store.steampowered.com/app/244810/Foul_Play/,2013-09-18,14.99,244810,"Mediatonic,The Irregular Corporation"
['Simulation'],DCS: Mi-8 MTV2 Magnificent Eight,http://store.steampowered.com/app/249310/DCS_Mi8_MTV2_Magnificent_Eight/,2013-09-19,49.99,249310,Belsimtek
"['Simulation', 'Strategy']",Tropico 4: The Academy,http://store.steampowered.com/app/205635/Tropico_4_The_Academy/,2013-09-19,2.99,205635,"Haemimont Games,Feral Interactive (Mac)"
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Going East!,http://store.steampowered.com/app/227310/Euro_Truck_Simulator_2__Going_East/,2013-09-19,9.99,227310,SCS Software
"['Action', 'Indie']",Omegalodon,http://store.steampowered.com/app/248350/Omegalodon/,2012-03-09,9.99,248350,North of Earth
"['Action', 'Adventure', 'Indie']",Angry Video Game Nerd Adventures,http://store.steampowered.com/app/237740/Angry_Video_Game_Nerd_Adventures/,2013-09-20,4.99,237740,FreakZone Games
"['Action', 'Adventure']",Marlow Briggs and the Mask of Death,http://store.steampowered.com/app/249680/Marlow_Briggs_and_the_Mask_of_Death/,2013-09-20,4.99,249680,Zootfly
"['Action', 'Adventure', 'Indie']",Doorways: Prelude,http://store.steampowered.com/app/248470/Doorways_Prelude/,2013-09-20,9.99,248470,Saibot Studios
"['Action', 'Racing', 'Simulation', 'Sports']",Urban Trial Freestyle,http://store.steampowered.com/app/243450/Urban_Trial_Freestyle/,2013-09-18,6.99,243450,Tate Multimedia
"['Simulation', 'Strategy']",Europa Universalis IV: American Dream,http://store.steampowered.com/app/241364/Europa_Universalis_IV_American_Dream/,2013-09-24,4.99,241364,Paradox Development Studio
['Action'],PAC-MAN™ Championship Edition DX+,http://store.steampowered.com/app/236450/PACMAN_Championship_Edition_DX/,2013-09-24,9.99,236450,"Mine Loader Software Co., Ltd."
"['Action', 'Strategy']",Leviathan Warships: Commonwealth Unit Pack,http://store.steampowered.com/app/245030/Leviathan_Warships_Commonwealth_Unit_Pack/,2013-09-24,2.49,245030,Pieces Interactive
"['Simulation', 'Strategy']",Europa Universalis IV: National Monuments II,http://store.steampowered.com/app/241368/Europa_Universalis_IV_National_Monuments_II/,2013-09-24,1.99,241368,Paradox Development Studio
['Strategy'],Company of Heroes 2 - Case Blue Mission Pack,http://store.steampowered.com/app/231479/Company_of_Heroes_2__Case_Blue_Mission_Pack/,2013-09-24,9.99,231479,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
['Strategy'],COH 2 - German Skin: (M) Voronezh Improvised Pattern,http://store.steampowered.com/app/249101/COH_2__German_Skin_M_Voronezh_Improvised_Pattern/,2013-09-24,1.99,249101,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Action', 'Adventure', 'Casual', 'Strategy']",Scribblenauts Unmasked: A DC Comics Adventure,http://store.steampowered.com/app/249870/Scribblenauts_Unmasked_A_DC_Comics_Adventure/,2013-09-24,19.99,249870,5th Cell Media
['Action'],Alien Rage - Unlimited,http://store.steampowered.com/app/217920/Alien_Rage__Unlimited/,2013-09-24,19.99,217920,CI Games
"['Action', 'Indie']",Steel Storm: Forgotten Prison DLC,http://store.steampowered.com/app/202652/Steel_Storm_Forgotten_Prison_DLC/,2013-09-24,1.99,202652,Kot in Action Creative Artel
['Action'],Pac-Man Championship Edition DX+: Big Eater Course,http://store.steampowered.com/app/246251/PacMan_Championship_Edition_DX_Big_Eater_Course/,2013-09-24,1.99,246251,"Mine Loader Software Co., Ltd."
['Action'],Pac-Man Championship Edition DX+: Championship III &amp; Highway II Courses,http://store.steampowered.com/app/246252/PacMan_Championship_Edition_DX_Championship_III__Highway_II_Courses/,2013-09-24,1.99,246252,"Mine Loader Software Co., Ltd."
['Action'],Pac-Man Championship Edition DX+: Dig Dug Skin,http://store.steampowered.com/app/246253/PacMan_Championship_Edition_DX_Dig_Dug_Skin/,2013-09-24,1.99,246253,"Mine Loader Software Co., Ltd."
['Action'],Pac-Man Championship Edition DX+: Pac is Back Skin,http://store.steampowered.com/app/246255/PacMan_Championship_Edition_DX_Pac_is_Back_Skin/,2013-09-24,1.99,246255,"Mine Loader Software Co., Ltd."
['Action'],Pac-Man Championship Edition DX+: Pac Steps BGM,http://store.steampowered.com/app/246256/PacMan_Championship_Edition_DX_Pac_Steps_BGM/,2013-09-24,0.99,246256,"Mine Loader Software Co., Ltd."
['Strategy'],COH 2 - German Skin: (H) Case Blue Summer Pattern,http://store.steampowered.com/app/249105/COH_2__German_Skin_H_Case_Blue_Summer_Pattern/,2013-09-24,1.99,249105,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
['Action'],Pac-Man Championship Edition DX+: Mountain Course,http://store.steampowered.com/app/246250/PacMan_Championship_Edition_DX_Mountain_Course/,2013-09-24,1.99,246250,"Mine Loader Software Co., Ltd."
['Action'],Pac-Man Championship Edition DX+: Reentrance BGM,http://store.steampowered.com/app/246257/PacMan_Championship_Edition_DX_Reentrance_BGM/,2013-09-24,0.99,246257,"Mine Loader Software Co., Ltd."
['Simulation'],Train Simulator: DB BR424 EMU Add-On,http://store.steampowered.com/app/222602/Train_Simulator_DB_BR424_EMU_AddOn/,2013-09-25,19.99,222602,Dovetail Games
['Action'],Pac-Man Championship Edition DX+: Rally-X Skin,http://store.steampowered.com/app/246254/PacMan_Championship_Edition_DX_RallyX_Skin/,2013-09-24,1.99,246254,"Mine Loader Software Co., Ltd."
"['Action', 'Adventure']",Saints Row IV: Volition Comics Pack,http://store.steampowered.com/app/238301/Saints_Row_IV_Volition_Comics_Pack/,2013-09-25,2.99,238301,Deep Silver Volition
"['Action', 'Indie']",Escape Goat,http://store.steampowered.com/app/251370/Escape_Goat/,2012-06-14,4.99,251370,MagicalTimeBean
"['Casual', 'Simulation']",Farming Simulator 2013 - Classics,http://store.steampowered.com/app/245220/Farming_Simulator_2013__Classics/,2013-10-09,19.99,245220,Giants Software
"['Casual', 'Simulation']",Farming Simulator 2013 - Official Expansion (Titanium),http://store.steampowered.com/app/246050/Farming_Simulator_2013__Official_Expansion_Titanium/,2013-10-09,19.99,246050,Giants Software
"['Casual', 'Simulation']",Farming Simulator 2013 Titanium Edition,http://store.steampowered.com/app/220260/Farming_Simulator_2013_Titanium_Edition/,2013-10-09,19.99,220260,Giants Software
['Simulation'],Train Simulator: DB BR420 EMU Add-On,http://store.steampowered.com/app/222599/Train_Simulator_DB_BR420_EMU_AddOn/,2013-10-10,24.99,222599,Influenzo
"['Free to Play', 'Indie', 'Simulation', 'Sports', 'Early Access']",SNOW,http://store.steampowered.com/app/244930/SNOW/,2013-10-10,0.0,244930,Poppermost Productions
"['Adventure', 'Indie']",The Stanley Parable,http://store.steampowered.com/app/221910/The_Stanley_Parable/,2013-10-17,14.99,221910,Galactic Cafe
"['Indie', 'Simulation', 'Sports', 'Strategy']",Lords of Football: United States,http://store.steampowered.com/app/230692/Lords_of_Football_United_States/,2013-10-11,1.99,230692,Geniaware Srl
['Action'],Painkiller Hell &amp; Damnation: Demonic Vacation at the Blood Sea,http://store.steampowered.com/app/229290/Painkiller_Hell__Damnation_Demonic_Vacation_at_the_Blood_Sea/,2013-10-11,6.99,229290,The Farm 51
"['Casual', 'Indie']",Soundodger+,http://store.steampowered.com/app/247140/Soundodger/,2013-10-11,7.99,247140,Studio Bean
['Adventure'],The Wolf Among Us,http://store.steampowered.com/app/250320/The_Wolf_Among_Us/,2013-10-11,24.99,250320,Telltale Games
"['Simulation', 'Strategy']",Knights and Merchants,http://store.steampowered.com/app/253900/Knights_and_Merchants/,2013-10-14,6.99,253900,Topware Interactive
"['Adventure', 'Indie']",Eleusis,http://store.steampowered.com/app/251310/Eleusis/,2013-10-16,14.99,251310,Nocturnal works
"['Casual', 'Indie', 'Simulation']",Bridge Constructor,http://store.steampowered.com/app/250460/Bridge_Constructor/,2013-10-16,9.99,250460,ClockStone
"['Casual', 'Indie']",Bad Hotel,http://store.steampowered.com/app/231720/Bad_Hotel/,2013-10-16,4.99,231720,Lucky Frame
"['Action', 'Indie']",140,http://store.steampowered.com/app/242820/140/,2013-10-16,4.99,242820,Carlsen Games
['Simulation'],Train Simulator: Pacific Surfliner® LA - San Diego Route,http://store.steampowered.com/app/222606/Train_Simulator_Pacific_Surfliner_LA__San_Diego_Route/,2013-10-17,19.99,222606,Dovetail Games
['Simulation'],Train Simulator: BNSF ES44DC Loco Add-On,http://store.steampowered.com/app/222611/Train_Simulator_BNSF_ES44DC_Loco_AddOn/,2013-10-17,19.99,222611,Dovetail Games
"['Adventure', 'Indie']",Face Noir,http://store.steampowered.com/app/244690/Face_Noir/,2013-10-17,9.99,244690,Mad Orange
"['Action', 'Indie']",Dark Matter,http://store.steampowered.com/app/251410/Dark_Matter/,2013-10-17,9.99,251410,InterWave Studios
"['Simulation', 'Strategy']",Tropico 4: Apocalypse,http://store.steampowered.com/app/205636/Tropico_4_Apocalypse/,2013-10-17,2.99,205636,"Haemimont Games,Feral Interactive (Mac)"
['Adventure'],"I Have No Mouth, and I Must Scream",http://store.steampowered.com/app/245390/I_Have_No_Mouth_and_I_Must_Scream/,1996-10-31,5.99,245390,Cyberdreams
"['Action', 'Adventure', 'Indie']",Super Amazing Wagon Adventure,http://store.steampowered.com/app/250500/Super_Amazing_Wagon_Adventure/,2013-10-17,2.99,250500,sparsevector
"['Action', 'Adventure', 'RPG', 'Simulation', 'Strategy']",Space Rangers HD: A War Apart,http://store.steampowered.com/app/214730/Space_Rangers_HD_A_War_Apart/,2013-10-17,14.99,214730,"SNK Games,Elemental Games,Katauri Interactive"
['Adventure'],Secret Files: Sam Peters,http://store.steampowered.com/app/257220/Secret_Files_Sam_Peters/,2013-10-18,9.99,257220,Animation Arts
"['Adventure', 'Indie']",Goodbye Deponia,http://store.steampowered.com/app/241910/Goodbye_Deponia/,2013-10-17,19.99,241910,Daedalic Entertainment
"['Adventure', 'Indie']",Knytt Underground,http://store.steampowered.com/app/248190/Knytt_Underground/,2013-10-25,6.99,248190,Nifflas' Games
"['Action', 'RPG']",Deus Ex: Human Revolution - Director's Cut,http://store.steampowered.com/app/238010/Deus_Ex_Human_Revolution__Directors_Cut/,2013-10-25,19.99,238010,"Eidos Montreal,Feral Interactive (Mac)"
"['Action', 'Adventure', 'Indie']",Contagion,http://store.steampowered.com/app/238430/Contagion/,2013-10-25,9.99,238430,"Monochrome, Inc"
"['Action', 'Indie']",Blood of the Werewolf,http://store.steampowered.com/app/260250/Blood_of_the_Werewolf/,2014-05-09,1.99,260250,Scientifically Proven
"['Action', 'Indie', 'RPG']",FORCED Original Soundtrack,http://store.steampowered.com/app/260880/FORCED_Original_Soundtrack/,2013-10-24,3.99,260880,BetaDwarf
"['Action', 'Adventure', 'Indie']",Slender: The Arrival,http://store.steampowered.com/app/252330/Slender_The_Arrival/,2013-10-28,9.99,252330,Blue Isle Studios
"['Action', 'Adventure']",Saints Row IV - The Super Saints Pack,http://store.steampowered.com/app/247298/Saints_Row_IV__The_Super_Saints_Pack/,2013-10-29,2.99,247298,Deep Silver Volition
"['Action', 'Adventure', 'Indie']",Master Reboot,http://store.steampowered.com/app/251850/Master_Reboot/,2013-10-29,14.99,251850,Wales Interactive
"['Action', 'Adventure']",Saints Row IV: Brady Games Pack,http://store.steampowered.com/app/247290/Saints_Row_IV_Brady_Games_Pack/,2013-10-29,0.99,247290,Deep Silver Volition
"['Action', 'Adventure']",Alone in the Dark: The New Nightmare,http://store.steampowered.com/app/259190/Alone_in_the_Dark_The_New_Nightmare/,2013-10-29,6.99,259190,"Darkworks,Spiral House"
"['Action', 'Adventure']",Alone in the Dark,http://store.steampowered.com/app/259170/Alone_in_the_Dark/,2008-11-18,9.99,259170,"Eden Games,Hydravision Entertainment"
['Action'],The Typing of The Dead: Overkill,http://store.steampowered.com/app/246580/The_Typing_of_The_Dead_Overkill/,2013-10-29,19.99,246580,Modern Dream
"['Action', 'Adventure']",Deadly Premonition: The Director's Cut,http://store.steampowered.com/app/247660/Deadly_Premonition_The_Directors_Cut/,2013-10-29,24.99,247660,Rising Star Games
['Strategy'],Civilization V - Scrambled Nations Map Pack,http://store.steampowered.com/app/235585/Civilization_V__Scrambled_Nations_Map_Pack/,2013-11-05,4.99,235585,"Firaxis Games,Aspyr (Mac and Linux)"
"['Action', 'RPG', 'Simulation']",State of Decay,http://store.steampowered.com/app/241540/State_of_Decay/,2013-11-05,13.98,241540,Undead Labs
"['Casual', 'Indie']",YOU DON'T KNOW JACK MOVIES,http://store.steampowered.com/app/260000/YOU_DONT_KNOW_JACK_MOVIES/,1997-04-30,2.99,260000,"Jackbox Games, Inc."
"['Casual', 'Indie']",YOU DON'T KNOW JACK Vol. 6 The Lost Gold,http://store.steampowered.com/app/260080/YOU_DONT_KNOW_JACK_Vol_6_The_Lost_Gold/,2003-12-01,1.99,260080,"Jackbox Games, Inc."
"['Casual', 'Indie']",YOU DON'T KNOW JACK SPORTS,http://store.steampowered.com/app/260020/YOU_DONT_KNOW_JACK_SPORTS/,1996-09-30,2.99,260020,"Jackbox Games, Inc."
"['Casual', 'Indie']",YOU DON'T KNOW JACK TELEVISION,http://store.steampowered.com/app/260040/YOU_DONT_KNOW_JACK_TELEVISION/,1997-05-09,2.99,260040,"Jackbox Games, Inc."
"['Casual', 'Indie']",YOU DON'T KNOW JACK Vol. 4 The Ride,http://store.steampowered.com/app/259980/YOU_DONT_KNOW_JACK_Vol_4_The_Ride/,1998-11-30,2.99,259980,"Jackbox Games, Inc."
"['Casual', 'Indie']",YOU DON'T KNOW JACK Vol. 3,http://store.steampowered.com/app/259960/YOU_DONT_KNOW_JACK_Vol_3/,1997-10-31,2.99,259960,"Jackbox Games, Inc."
"['Casual', 'Indie']",YOU DON'T KNOW JACK Vol. 1 XL,http://store.steampowered.com/app/252730/YOU_DONT_KNOW_JACK_Vol_1_XL/,1995-09-12,2.99,252730,"Jackbox Games, Inc."
"['Casual', 'Indie']",YOU DON'T KNOW JACK Vol. 2,http://store.steampowered.com/app/259940/YOU_DONT_KNOW_JACK_Vol_2/,1996-11-30,2.99,259940,"Jackbox Games, Inc."
"['Action', 'Indie']",Gentlemen!,http://store.steampowered.com/app/253570/Gentlemen/,2013-11-05,4.99,253570,Lucky Frame
['Action'],Call of Duty: Ghosts - Season Pass,http://store.steampowered.com/app/255160/Call_of_Duty_Ghosts__Season_Pass/,2013-11-05,49.99,255160,Infinity Ward
"['Casual', 'Strategy']",Sid Meier’s Ace Patrol: Pacific Skies,http://store.steampowered.com/app/244090/Sid_Meiers_Ace_Patrol_Pacific_Skies/,2013-11-05,4.99,244090,Firaxis
"['Action', 'Indie']",King Arthur's Gold,http://store.steampowered.com/app/219830/King_Arthurs_Gold/,2013-11-05,9.99,219830,Transhuman Design
"['Casual', 'Indie']",YOU DON'T KNOW JACK HEADRUSH,http://store.steampowered.com/app/260060/YOU_DONT_KNOW_JACK_HEADRUSH/,1998-04-20,2.99,260060,"Jackbox Games, Inc."
['Strategy'],Age of Empires II HD: The Forgotten,http://store.steampowered.com/app/239550/Age_of_Empires_II_HD_The_Forgotten/,2013-11-07,9.99,239550,"SkyBox Labs,Forgotten Empires"
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Desktop Dungeons,http://store.steampowered.com/app/226620/Desktop_Dungeons/,2013-11-07,14.99,226620,QCF Design
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Desktop Dungeons Soundtrack,http://store.steampowered.com/app/261420/Desktop_Dungeons_Soundtrack/,2013-11-07,9.99,261420,QCF Design
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Desktop Dungeons Goatperson DLC,http://store.steampowered.com/app/261421/Desktop_Dungeons_Goatperson_DLC/,2013-11-07,4.99,261421,QCF Design
"['Simulation', 'Strategy']",Adventure Park,http://store.steampowered.com/app/256050/Adventure_Park/,2013-11-08,19.99,256050,b-Alive
"['Action', 'Indie', 'RPG']",Risk of Rain,http://store.steampowered.com/app/248820/Risk_of_Rain/,2013-11-08,9.99,248820,"Hopoo Games, LLC"
"['Indie', 'RPG', 'Simulation', 'Strategy']",Long Live The Queen,http://store.steampowered.com/app/251990/Long_Live_The_Queen/,2013-11-08,9.99,251990,Hanako Games
"['Indie', 'RPG', 'Simulation', 'Early Access']",Project Zomboid,http://store.steampowered.com/app/108600/Project_Zomboid/,2013-11-08,14.99,108600,The Indie Stone
"['Action', 'Indie', 'Strategy']",Poöf,http://store.steampowered.com/app/243280/Pof/,2013-11-08,6.99,243280,Arkedo
"['Action', 'Indie', 'Racing']",Zombie Driver HD Burning Garden of Slaughter,http://store.steampowered.com/app/220825/Zombie_Driver_HD_Burning_Garden_of_Slaughter/,2013-11-08,1.99,220825,Exor Studios
['Action'],PixelJunk™ Shooter,http://store.steampowered.com/app/255870/PixelJunk_Shooter/,2013-11-11,8.99,255870,"Double Eleven,Q-Games Ltd."
['Strategy'],XCOM: Enemy Within,http://store.steampowered.com/app/225340/XCOM_Enemy_Within/,2013-11-11,29.99,225340,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Action', 'Adventure']",Batman: Arkham Origins - New Millennium Skins Pack,http://store.steampowered.com/app/237620/Batman_Arkham_Origins__New_Millennium_Skins_Pack/,2013-11-12,4.99,237620,"WB Games Montreal,Splash Damage"
"['Free to Play', 'Simulation']",Pinball Arcade: Season Two Pro Pack,http://store.steampowered.com/app/238273/Pinball_Arcade_Season_Two_Pro_Pack/,2013-11-12,39.99,238273,FarSight Studios
"['Free to Play', 'Simulation']",Pinball Arcade: Season One Pro Pack,http://store.steampowered.com/app/238271/Pinball_Arcade_Season_One_Pro_Pack/,2013-11-12,39.99,238271,FarSight Studios
"['Free to Play', 'Simulation']",Pinball Arcade: Season Two Table Pack,http://store.steampowered.com/app/238272/Pinball_Arcade_Season_Two_Table_Pack/,2013-11-12,29.99,238272,FarSight Studios
"['Free to Play', 'Simulation']",Pinball Arcade: Season One Table Pack,http://store.steampowered.com/app/238270/Pinball_Arcade_Season_One_Table_Pack/,2013-11-12,29.99,238270,FarSight Studios
"['Adventure', 'Indie', 'RPG']",99 Spirits - Art Book + Music Collection,http://store.steampowered.com/app/262141/99_Spirits__Art_Book__Music_Collection/,2013-11-12,14.99,262141,TORaIKI
['Strategy'],Company of Heroes 2 - Victory at Stalingrad Mission Pack,http://store.steampowered.com/app/231480/Company_of_Heroes_2__Victory_at_Stalingrad_Mission_Pack/,2013-11-12,9.99,231480,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
['Strategy'],CoH 2 - Soviet Skin: (M) Two Tone Don Front,http://store.steampowered.com/app/249110/CoH_2__Soviet_Skin_M_Two_Tone_Don_Front/,2013-11-12,1.99,249110,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Action', 'Adventure', 'Casual', 'Indie']",Bloody Trapland,http://store.steampowered.com/app/257750/Bloody_Trapland/,2013-10-27,9.99,257750,2Play
"['Action', 'Indie', 'Strategy']",Signal Ops,http://store.steampowered.com/app/257770/Signal_Ops/,2013-04-02,9.99,257770,Space Bullet Dynamics Corporation
['Simulation'],Bridge It +,http://store.steampowered.com/app/248370/Bridge_It/,2013-11-18,6.99,248370,Chronic Logic
"['RPG', 'Simulation', 'Strategy']",Expansion - Crusader Kings II: Sons of Abraham,http://store.steampowered.com/app/226667/Expansion__Crusader_Kings_II_Sons_of_Abraham/,2013-11-18,9.99,226667,Paradox Development Studio
"['Action', 'Indie', 'RPG', 'Early Access']",Kingdoms Rise,http://store.steampowered.com/app/248630/Kingdoms_Rise/,2013-11-18,14.99,248630,Flyleap Studios Pty. Ltd.
"['Casual', 'Simulation']",Rocksmith® 2014 – Green Day - “American Idiot”,http://store.steampowered.com/app/258366/Rocksmith_2014__Green_Day__American_Idiot/,2013-11-19,2.99,258366,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – B’z Song Pack,http://store.steampowered.com/app/258371/Rocksmith_2014__Bz_Song_Pack/,2013-11-19,7.99,258371,Ubisoft - San Francisco
"['Action', 'Indie', 'RPG']",Ring Runner: Flight of the Sages,http://store.steampowered.com/app/258010/Ring_Runner_Flight_of_the_Sages/,2013-07-09,4.99,258010,Triple.B.Titles
